Altitude,Treatment,Temp,Moisture,Day,Rtime
High Altitude,Treated,12.91,0.055,245,02/09/2013 02:00
High Altitude,Treated,12.92,0.056,245,02/09/2013 03:00
High Altitude,Treated,12.79,0.056,245,02/09/2013 04:00
High Altitude,Treated,13.28,0.056,245,02/09/2013 05:00
High Altitude,Treated,13.88,0.056,245,02/09/2013 06:00
High Altitude,Treated,14.04,0.056,245,02/09/2013 07:00
High Altitude,Treated,13.69,0.057,245,02/09/2013 08:00
High Altitude,Treated,13.19,0.057,245,02/09/2013 09:00
High Altitude,Treated,13.62,0.057,245,02/09/2013 10:00
High Altitude,Treated,14.62,0.057,245,02/09/2013 11:00
High Altitude,Treated,14.55,0.057,246,02/09/2013 12:00
High Altitude,Treated,14.88,0.057,246,02/09/2013 13:00
High Altitude,Treated,14.51,0.057,246,02/09/2013 14:00
High Altitude,Treated,16.21,0.057,246,02/09/2013 15:00
High Altitude,Treated,16.22,0.057,246,02/09/2013 16:00
High Altitude,Treated,16.8,0.056,246,02/09/2013 17:00
High Altitude,Treated,17.6,0.056,246,02/09/2013 18:00
High Altitude,Treated,16.58,0.056,246,02/09/2013 19:00
High Altitude,Treated,15.96,0.056,246,02/09/2013 20:00
High Altitude,Treated,15.61,0.055,246,02/09/2013 21:00
High Altitude,Treated,15.7,0.056,246,02/09/2013 22:00
High Altitude,Treated,15.84,0.056,246,02/09/2013 23:00
High Altitude,Treated,15.66,0.056,246,03/09/2013 00:00
High Altitude,Treated,15.42,0.056,246,03/09/2013 01:00
High Altitude,Treated,15.19,0.056,246,03/09/2013 02:00
High Altitude,Treated,15.06,0.056,246,03/09/2013 03:00
High Altitude,Treated,14.7,0.056,246,03/09/2013 04:00
High Altitude,Treated,14.49,0.056,246,03/09/2013 05:00
High Altitude,Treated,14.37,0.056,246,03/09/2013 06:00
High Altitude,Treated,14.16,0.056,246,03/09/2013 07:00
High Altitude,Treated,14.5,0.057,246,03/09/2013 08:00
High Altitude,Treated,15.52,0.057,246,03/09/2013 09:00
High Altitude,Treated,15.13,0.057,246,03/09/2013 10:00
High Altitude,Treated,15.13,0.057,246,03/09/2013 11:00
High Altitude,Treated,12.99,0.057,247,03/09/2013 12:00
High Altitude,Treated,12.9,0.058,247,03/09/2013 13:00
High Altitude,Treated,14.05,0.058,247,03/09/2013 14:00
High Altitude,Treated,18.06,0.057,247,03/09/2013 15:00
High Altitude,Treated,18.25,0.056,247,03/09/2013 16:00
High Altitude,Treated,19.99,0.056,247,03/09/2013 17:00
High Altitude,Treated,16.72,0.055,247,03/09/2013 18:00
High Altitude,Treated,15.87,0.055,247,03/09/2013 19:00
High Altitude,Treated,15.11,0.055,247,03/09/2013 20:00
High Altitude,Treated,14.32,0.055,247,03/09/2013 21:00
High Altitude,Treated,14.33,0.055,247,03/09/2013 22:00
High Altitude,Treated,12.88,0.055,247,03/09/2013 23:00
High Altitude,Treated,11.73,0.055,247,04/09/2013 00:00
High Altitude,Treated,11.7,0.055,247,04/09/2013 01:00
High Altitude,Treated,11.39,0.055,247,04/09/2013 02:00
High Altitude,Treated,9.5,0.055,247,04/09/2013 03:00
High Altitude,Treated,6.595,0.055,247,04/09/2013 04:00
High Altitude,Treated,4.742,0.055,247,04/09/2013 05:00
High Altitude,Treated,3.335,0.055,247,04/09/2013 06:00
High Altitude,Treated,3.786,0.055,247,04/09/2013 07:00
High Altitude,Treated,7.664,0.056,247,04/09/2013 08:00
High Altitude,Treated,9.91,0.056,247,04/09/2013 09:00
High Altitude,Treated,14.61,0.057,247,04/09/2013 10:00
High Altitude,Treated,15.03,0.057,247,04/09/2013 11:00
High Altitude,Treated,12.86,0.057,248,04/09/2013 12:00
High Altitude,Treated,14.74,0.057,248,04/09/2013 13:00
High Altitude,Treated,20.74,0.057,248,04/09/2013 14:00
High Altitude,Treated,23.4,0.056,248,04/09/2013 15:00
High Altitude,Treated,24.67,0.055,248,04/09/2013 16:00
High Altitude,Treated,24.53,0.055,248,04/09/2013 17:00
High Altitude,Treated,22.68,0.054,248,04/09/2013 18:00
High Altitude,Treated,17.6,0.053,248,04/09/2013 19:00
High Altitude,Treated,13.3,0.053,248,04/09/2013 20:00
High Altitude,Treated,13.66,0.054,248,04/09/2013 21:00
High Altitude,Treated,13.8,0.054,248,04/09/2013 22:00
High Altitude,Treated,12.85,0.054,248,04/09/2013 23:00
High Altitude,Treated,12.8,0.054,248,05/09/2013 00:00
High Altitude,Treated,13.46,0.054,248,05/09/2013 01:00
High Altitude,Treated,13.61,0.054,248,05/09/2013 02:00
High Altitude,Treated,11.92,0.054,248,05/09/2013 03:00
High Altitude,Treated,10.51,0.054,248,05/09/2013 04:00
High Altitude,Treated,10.86,0.054,248,05/09/2013 05:00
High Altitude,Treated,10.25,0.054,248,05/09/2013 06:00
High Altitude,Treated,10.29,0.054,248,05/09/2013 07:00
High Altitude,Treated,10.08,0.054,248,05/09/2013 08:00
High Altitude,Treated,11.36,0.055,248,05/09/2013 09:00
High Altitude,Treated,15.33,0.055,248,05/09/2013 10:00
High Altitude,Treated,13.31,0.055,248,05/09/2013 11:00
High Altitude,Treated,9.58,0.055,249,05/09/2013 12:00
High Altitude,Treated,12.37,0.056,249,05/09/2013 13:00
High Altitude,Treated,13.51,0.055,249,05/09/2013 14:00
High Altitude,Treated,14.56,0.054,249,05/09/2013 15:00
High Altitude,Treated,13.58,0.053,249,05/09/2013 16:00
High Altitude,Treated,11.82,0.053,249,05/09/2013 17:00
High Altitude,Treated,13.48,0.053,249,05/09/2013 18:00
High Altitude,Treated,13.85,0.052,249,05/09/2013 19:00
High Altitude,Treated,10.34,0.052,249,05/09/2013 20:00
High Altitude,Treated,7.096,0.053,249,05/09/2013 21:00
High Altitude,Treated,5.785,0.053,249,05/09/2013 22:00
High Altitude,Treated,4.522,0.053,249,05/09/2013 23:00
High Altitude,Treated,4.613,0.053,249,06/09/2013 00:00
High Altitude,Treated,4.246,0.053,249,06/09/2013 01:00
High Altitude,Treated,3.26,0.053,249,06/09/2013 02:00
High Altitude,Treated,2.821,0.053,249,06/09/2013 03:00
High Altitude,Treated,1.766,0.053,249,06/09/2013 04:00
High Altitude,Treated,2.176,0.054,249,06/09/2013 05:00
High Altitude,Treated,2.051,0.054,249,06/09/2013 06:00
High Altitude,Treated,0.586,0.054,249,06/09/2013 07:00
High Altitude,Treated,2.061,0.053,249,06/09/2013 08:00
High Altitude,Treated,5.221,0.051,249,06/09/2013 09:00
High Altitude,Treated,10.91,0.066,249,06/09/2013 10:00
High Altitude,Treated,13.04,0.066,249,06/09/2013 11:00
High Altitude,Treated,11.95,0.066,250,06/09/2013 12:00
High Altitude,Treated,11.73,0.067,250,06/09/2013 13:00
High Altitude,Treated,12.26,0.067,250,06/09/2013 14:00
High Altitude,Treated,14.64,0.067,250,06/09/2013 15:00
High Altitude,Treated,17.58,0.067,250,06/09/2013 16:00
High Altitude,Treated,18.06,0.067,250,06/09/2013 17:00
High Altitude,Treated,15.16,0.067,250,06/09/2013 18:00
High Altitude,Treated,13.36,0.066,250,06/09/2013 19:00
High Altitude,Treated,11.53,0.066,250,06/09/2013 20:00
High Altitude,Treated,11.45,0.066,250,06/09/2013 21:00
High Altitude,Treated,8.84,0.066,250,06/09/2013 22:00
High Altitude,Treated,8.24,0.067,250,06/09/2013 23:00
High Altitude,Treated,8.88,0.067,250,07/09/2013 00:00
High Altitude,Treated,8.26,0.067,250,07/09/2013 01:00
High Altitude,Treated,7.84,0.067,250,07/09/2013 02:00
High Altitude,Treated,8.1,0.068,250,07/09/2013 03:00
High Altitude,Treated,7.918,0.068,250,07/09/2013 04:00
High Altitude,Treated,7.72,0.07,250,07/09/2013 05:00
High Altitude,Treated,7.703,0.073,250,07/09/2013 06:00
High Altitude,Treated,7.144,0.074,250,07/09/2013 07:00
High Altitude,Treated,8.5,0.075,250,07/09/2013 08:00
High Altitude,Treated,9.19,0.075,250,07/09/2013 09:00
High Altitude,Treated,10.29,0.076,250,07/09/2013 10:00
High Altitude,Treated,10.84,0.076,250,07/09/2013 11:00
High Altitude,Treated,12.19,0.077,251,07/09/2013 12:00
High Altitude,Treated,12.04,0.077,251,07/09/2013 13:00
High Altitude,Treated,9.01,0.077,251,07/09/2013 14:00
High Altitude,Treated,12.59,0.077,251,07/09/2013 15:00
High Altitude,Treated,13.11,0.077,251,07/09/2013 16:00
High Altitude,Treated,15.06,0.077,251,07/09/2013 17:00
High Altitude,Treated,11.72,0.078,251,07/09/2013 18:00
High Altitude,Treated,8.91,0.092,251,07/09/2013 19:00
High Altitude,Treated,7.968,0.134,251,07/09/2013 20:00
High Altitude,Treated,7.536,0.146,251,07/09/2013 21:00
High Altitude,Treated,6.915,0.163,251,07/09/2013 22:00
High Altitude,Treated,6.694,0.164,251,07/09/2013 23:00
High Altitude,Treated,5.746,0.164,251,08/09/2013 00:00
High Altitude,Treated,5.867,0.162,251,08/09/2013 01:00
High Altitude,Treated,6.51,0.161,251,08/09/2013 02:00
High Altitude,Treated,5.595,0.159,251,08/09/2013 03:00
High Altitude,Treated,6.077,0.159,251,08/09/2013 04:00
High Altitude,Treated,5.786,0.159,251,08/09/2013 05:00
High Altitude,Treated,6.589,0.159,251,08/09/2013 06:00
High Altitude,Treated,6.258,0.158,251,08/09/2013 07:00
High Altitude,Treated,6.091,0.157,251,08/09/2013 08:00
High Altitude,Treated,7.813,0.157,251,08/09/2013 09:00
High Altitude,Treated,8.82,0.158,251,08/09/2013 10:00
High Altitude,Treated,7.407,0.159,251,08/09/2013 11:00
High Altitude,Treated,10.49,0.162,252,08/09/2013 12:00
High Altitude,Treated,7.5,0.167,252,08/09/2013 13:00
High Altitude,Treated,11.04,0.177,252,08/09/2013 14:00
High Altitude,Treated,11.24,0.176,252,08/09/2013 15:00
High Altitude,Treated,14.68,0.173,252,08/09/2013 16:00
High Altitude,Treated,17.91,0.17,252,08/09/2013 17:00
High Altitude,Treated,15.47,0.167,252,08/09/2013 18:00
High Altitude,Treated,14.14,0.164,252,08/09/2013 19:00
High Altitude,Treated,12.03,0.161,252,08/09/2013 20:00
High Altitude,Treated,9.36,0.159,252,08/09/2013 21:00
High Altitude,Treated,6.904,0.158,252,08/09/2013 22:00
High Altitude,Treated,6.161,0.156,252,08/09/2013 23:00
High Altitude,Treated,7.451,0.159,252,09/09/2013 00:00
High Altitude,Treated,8.17,0.176,252,09/09/2013 01:00
High Altitude,Treated,8.9,0.194,252,09/09/2013 02:00
High Altitude,Treated,9.55,0.237,252,09/09/2013 03:00
High Altitude,Treated,9.43,0.231,252,09/09/2013 04:00
High Altitude,Treated,9.45,0.217,252,09/09/2013 05:00
High Altitude,Treated,9.47,0.209,252,09/09/2013 06:00
High Altitude,Treated,8.98,0.204,252,09/09/2013 07:00
High Altitude,Treated,8.26,0.2,252,09/09/2013 08:00
High Altitude,Treated,8.51,0.198,252,09/09/2013 09:00
High Altitude,Treated,10.25,0.195,252,09/09/2013 10:00
High Altitude,Treated,11.56,0.192,252,09/09/2013 11:00
High Altitude,Treated,NA,NA,253,10/09/2013 11:00
High Altitude,Treated,NA,NA,254,11/09/2013 11:00
High Altitude,Treated,NA,NA,255,12/09/2013 11:00
High Altitude,Treated,NA,NA,256,13/09/2013 11:00
High Altitude,Treated,NA,NA,257,14/09/2013 11:00
High Altitude,Treated,NA,NA,258,15/09/2013 11:00
High Altitude,Treated,NA,NA,259,16/09/2013 11:00
High Altitude,Treated,NA,NA,260,17/09/2013 11:00
High Altitude,Treated,NA,NA,261,18/09/2013 11:00
High Altitude,Treated,NA,NA,262,19/09/2013 11:00
High Altitude,Treated,NA,NA,263,20/09/2013 11:00
High Altitude,Treated,NA,NA,264,21/09/2013 11:00
High Altitude,Treated,NA,NA,265,22/09/2013 11:00
High Altitude,Treated,NA,NA,266,23/09/2013 11:00
High Altitude,Treated,NA,NA,267,24/09/2013 11:00
High Altitude,Treated,NA,NA,268,25/09/2013 11:00
High Altitude,Treated,NA,NA,269,26/09/2013 11:00
High Altitude,Treated,NA,NA,270,27/09/2013 11:00
High Altitude,Treated,NA,NA,271,28/09/2013 11:00
High Altitude,Treated,NA,NA,272,29/09/2013 11:00
High Altitude,Treated,NA,NA,273,30/09/2013 11:00
High Altitude,Treated,NA,NA,274,01/10/2013 11:00
High Altitude,Treated,NA,NA,275,02/10/2013 11:00
High Altitude,Treated,NA,NA,276,03/10/2013 11:00
High Altitude,Treated,NA,NA,277,04/10/2013 11:00
High Altitude,Treated,NA,NA,278,05/10/2013 11:00
High Altitude,Treated,NA,NA,279,06/10/2013 11:00
High Altitude,Treated,NA,NA,280,07/10/2013 11:00
High Altitude,Treated,NA,NA,281,08/10/2013 11:00
High Altitude,Treated,NA,NA,282,09/10/2013 11:00
High Altitude,Treated,NA,NA,283,10/10/2013 11:00
High Altitude,Treated,NA,NA,284,11/10/2013 11:00
High Altitude,Treated,NA,NA,285,12/10/2013 11:00
High Altitude,Treated,NA,NA,286,13/10/2013 11:00
High Altitude,Treated,NA,NA,287,14/10/2013 11:00
High Altitude,Treated,NA,NA,288,15/10/2013 11:00
High Altitude,Treated,NA,NA,289,16/10/2013 11:00
High Altitude,Treated,NA,NA,290,17/10/2013 11:00
High Altitude,Treated,NA,NA,291,18/10/2013 11:00
High Altitude,Treated,NA,NA,292,19/10/2013 11:00
High Altitude,Treated,NA,NA,293,20/10/2013 11:00
High Altitude,Treated,NA,NA,294,21/10/2013 11:00
High Altitude,Treated,NA,NA,295,22/10/2013 11:00
High Altitude,Treated,NA,NA,296,23/10/2013 11:00
High Altitude,Treated,NA,NA,297,24/10/2013 11:00
High Altitude,Treated,NA,NA,298,25/10/2013 11:00
High Altitude,Treated,NA,NA,299,26/10/2013 11:00
High Altitude,Treated,NA,NA,300,27/10/2013 11:00
High Altitude,Treated,NA,NA,301,28/10/2013 11:00
High Altitude,Treated,NA,NA,302,29/10/2013 11:00
High Altitude,Treated,NA,NA,303,30/10/2013 11:00
High Altitude,Treated,NA,NA,304,31/10/2013 11:00
High Altitude,Treated,NA,NA,305,01/11/2013 11:00
High Altitude,Treated,NA,NA,306,02/11/2013 11:00
High Altitude,Treated,NA,NA,307,03/11/2013 11:00
High Altitude,Treated,NA,NA,308,04/11/2013 11:00
High Altitude,Treated,NA,NA,309,05/11/2013 11:00
High Altitude,Treated,NA,NA,310,06/11/2013 11:00
High Altitude,Treated,NA,NA,311,07/11/2013 11:00
High Altitude,Treated,NA,NA,312,08/11/2013 11:00
High Altitude,Treated,NA,NA,313,09/11/2013 11:00
High Altitude,Treated,NA,NA,314,10/11/2013 11:00
High Altitude,Treated,NA,NA,315,11/11/2013 11:00
High Altitude,Treated,NA,NA,316,12/11/2013 11:00
High Altitude,Treated,NA,NA,317,13/11/2013 11:00
High Altitude,Treated,NA,NA,318,14/11/2013 11:00
High Altitude,Treated,NA,NA,319,15/11/2013 11:00
High Altitude,Treated,NA,NA,320,16/11/2013 11:00
High Altitude,Treated,NA,NA,321,17/11/2013 11:00
High Altitude,Treated,NA,NA,322,18/11/2013 11:00
High Altitude,Treated,NA,NA,323,19/11/2013 11:00
High Altitude,Treated,NA,NA,324,20/11/2013 11:00
High Altitude,Treated,NA,NA,325,21/11/2013 11:00
High Altitude,Treated,NA,NA,326,22/11/2013 11:00
High Altitude,Treated,NA,NA,327,23/11/2013 11:00
High Altitude,Treated,NA,NA,328,24/11/2013 11:00
High Altitude,Treated,NA,NA,329,25/11/2013 11:00
High Altitude,Treated,NA,NA,330,26/11/2013 11:00
High Altitude,Treated,NA,NA,331,27/11/2013 11:00
High Altitude,Treated,NA,NA,332,28/11/2013 11:00
High Altitude,Treated,NA,NA,333,29/11/2013 11:00
High Altitude,Treated,NA,NA,334,30/11/2013 11:00
High Altitude,Treated,NA,NA,335,01/12/2013 11:00
High Altitude,Control,NA,NA,124,03/05/2013 12:00
High Altitude,Control,NA,NA,124,03/05/2013 13:00
High Altitude,Control,NA,NA,124,03/05/2013 14:00
High Altitude,Control,NA,NA,124,03/05/2013 15:00
High Altitude,Control,NA,NA,124,03/05/2013 16:00
High Altitude,Control,NA,NA,124,03/05/2013 17:00
High Altitude,Control,NA,NA,124,03/05/2013 18:00
High Altitude,Control,NA,NA,124,03/05/2013 19:00
High Altitude,Control,NA,NA,124,03/05/2013 20:00
High Altitude,Control,NA,NA,124,03/05/2013 21:00
High Altitude,Control,NA,NA,124,03/05/2013 22:00
High Altitude,Control,NA,NA,124,03/05/2013 23:00
High Altitude,Control,NA,NA,124,04/05/2013 00:00
High Altitude,Control,NA,NA,124,04/05/2013 01:00
High Altitude,Control,NA,NA,124,04/05/2013 02:00
High Altitude,Control,NA,NA,124,04/05/2013 03:00
High Altitude,Control,NA,NA,124,04/05/2013 04:00
High Altitude,Control,NA,NA,124,04/05/2013 05:00
High Altitude,Control,NA,NA,124,04/05/2013 06:00
High Altitude,Control,NA,NA,124,04/05/2013 07:00
High Altitude,Control,NA,NA,124,04/05/2013 08:00
High Altitude,Control,NA,NA,124,04/05/2013 09:00
High Altitude,Control,NA,NA,124,04/05/2013 10:00
High Altitude,Control,NA,NA,124,04/05/2013 11:00
High Altitude,Control,NA,NA,125,04/05/2013 12:00
High Altitude,Control,NA,NA,125,04/05/2013 13:00
High Altitude,Control,NA,NA,125,04/05/2013 14:00
High Altitude,Control,NA,NA,125,04/05/2013 15:00
High Altitude,Control,NA,NA,125,04/05/2013 16:00
High Altitude,Control,NA,NA,125,04/05/2013 17:00
High Altitude,Control,NA,NA,125,04/05/2013 18:00
High Altitude,Control,NA,NA,125,04/05/2013 19:00
High Altitude,Control,NA,NA,125,04/05/2013 20:00
High Altitude,Control,NA,NA,125,04/05/2013 21:00
High Altitude,Control,NA,NA,125,04/05/2013 22:00
High Altitude,Control,NA,NA,125,04/05/2013 23:00
High Altitude,Control,NA,NA,125,05/05/2013 00:00
High Altitude,Control,NA,NA,125,05/05/2013 01:00
High Altitude,Control,NA,NA,125,05/05/2013 02:00
High Altitude,Control,NA,NA,125,05/05/2013 03:00
High Altitude,Control,NA,NA,125,05/05/2013 04:00
High Altitude,Control,NA,NA,125,05/05/2013 05:00
High Altitude,Control,NA,NA,125,05/05/2013 06:00
High Altitude,Control,NA,NA,125,05/05/2013 07:00
High Altitude,Control,NA,NA,125,05/05/2013 08:00
High Altitude,Control,NA,NA,125,05/05/2013 09:00
High Altitude,Control,NA,NA,125,05/05/2013 10:00
High Altitude,Control,NA,NA,125,05/05/2013 11:00
High Altitude,Control,NA,NA,126,05/05/2013 12:00
High Altitude,Control,NA,NA,126,05/05/2013 13:00
High Altitude,Control,NA,NA,126,05/05/2013 14:00
High Altitude,Control,NA,NA,126,05/05/2013 15:00
High Altitude,Control,NA,NA,126,05/05/2013 16:00
High Altitude,Control,NA,NA,126,05/05/2013 17:00
High Altitude,Control,NA,NA,126,05/05/2013 18:00
High Altitude,Control,NA,NA,126,05/05/2013 19:00
High Altitude,Control,NA,NA,126,05/05/2013 20:00
High Altitude,Control,NA,NA,126,05/05/2013 21:00
High Altitude,Control,NA,NA,126,05/05/2013 22:00
High Altitude,Control,NA,NA,126,05/05/2013 23:00
High Altitude,Control,NA,NA,126,06/05/2013 00:00
High Altitude,Control,NA,NA,126,06/05/2013 01:00
High Altitude,Control,NA,NA,126,06/05/2013 02:00
High Altitude,Control,NA,NA,126,06/05/2013 03:00
High Altitude,Control,NA,NA,126,06/05/2013 04:00
High Altitude,Control,NA,NA,126,06/05/2013 05:00
High Altitude,Control,NA,NA,126,06/05/2013 06:00
High Altitude,Control,NA,NA,126,06/05/2013 07:00
High Altitude,Control,NA,NA,126,06/05/2013 08:00
High Altitude,Control,NA,NA,126,06/05/2013 09:00
High Altitude,Control,NA,NA,126,06/05/2013 10:00
High Altitude,Control,NA,NA,126,06/05/2013 11:00
High Altitude,Control,NA,NA,127,06/05/2013 12:00
High Altitude,Control,NA,NA,127,06/05/2013 13:00
High Altitude,Control,NA,NA,127,06/05/2013 14:00
High Altitude,Control,NA,NA,127,06/05/2013 15:00
High Altitude,Control,NA,NA,127,06/05/2013 16:00
High Altitude,Control,NA,NA,127,06/05/2013 17:00
High Altitude,Control,NA,NA,127,06/05/2013 18:00
High Altitude,Control,NA,NA,127,06/05/2013 19:00
High Altitude,Control,NA,NA,127,06/05/2013 20:00
High Altitude,Control,NA,NA,127,06/05/2013 21:00
High Altitude,Control,NA,NA,127,06/05/2013 22:00
High Altitude,Control,NA,NA,127,06/05/2013 23:00
High Altitude,Control,NA,NA,127,07/05/2013 00:00
High Altitude,Control,NA,NA,127,07/05/2013 01:00
High Altitude,Control,NA,NA,127,07/05/2013 02:00
High Altitude,Control,NA,NA,127,07/05/2013 03:00
High Altitude,Control,NA,NA,127,07/05/2013 04:00
High Altitude,Control,NA,NA,127,07/05/2013 05:00
High Altitude,Control,NA,NA,127,07/05/2013 06:00
High Altitude,Control,NA,NA,127,07/05/2013 07:00
High Altitude,Control,NA,NA,127,07/05/2013 08:00
High Altitude,Control,NA,NA,127,07/05/2013 09:00
High Altitude,Control,NA,NA,127,07/05/2013 10:00
High Altitude,Control,NA,NA,127,07/05/2013 11:00
High Altitude,Control,NA,NA,128,07/05/2013 12:00
High Altitude,Control,NA,NA,128,07/05/2013 13:00
High Altitude,Control,NA,NA,128,07/05/2013 14:00
High Altitude,Control,NA,NA,128,07/05/2013 15:00
High Altitude,Control,NA,NA,128,07/05/2013 16:00
High Altitude,Control,NA,NA,128,07/05/2013 17:00
High Altitude,Control,NA,NA,128,07/05/2013 18:00
High Altitude,Control,NA,NA,128,07/05/2013 19:00
High Altitude,Control,NA,NA,128,07/05/2013 20:00
High Altitude,Control,NA,NA,128,07/05/2013 21:00
High Altitude,Control,NA,NA,128,07/05/2013 22:00
High Altitude,Control,NA,NA,128,07/05/2013 23:00
High Altitude,Control,NA,NA,128,08/05/2013 00:00
High Altitude,Control,NA,NA,128,08/05/2013 01:00
High Altitude,Control,NA,NA,128,08/05/2013 02:00
High Altitude,Control,NA,NA,128,08/05/2013 03:00
High Altitude,Control,NA,NA,128,08/05/2013 04:00
High Altitude,Control,NA,NA,128,08/05/2013 05:00
High Altitude,Control,NA,NA,128,08/05/2013 06:00
High Altitude,Control,NA,NA,128,08/05/2013 07:00
High Altitude,Control,NA,NA,128,08/05/2013 08:00
High Altitude,Control,NA,NA,128,08/05/2013 09:00
High Altitude,Control,NA,NA,128,08/05/2013 10:00
High Altitude,Control,NA,NA,128,08/05/2013 11:00
High Altitude,Control,NA,NA,129,08/05/2013 12:00
High Altitude,Control,NA,NA,129,08/05/2013 13:00
High Altitude,Control,NA,NA,129,08/05/2013 14:00
High Altitude,Control,NA,NA,129,08/05/2013 15:00
High Altitude,Control,NA,NA,129,08/05/2013 16:00
High Altitude,Control,NA,NA,129,08/05/2013 17:00
High Altitude,Control,NA,NA,129,08/05/2013 18:00
High Altitude,Control,NA,NA,129,08/05/2013 19:00
High Altitude,Control,NA,NA,129,08/05/2013 20:00
High Altitude,Control,NA,NA,129,08/05/2013 21:00
High Altitude,Control,NA,NA,129,08/05/2013 22:00
High Altitude,Control,NA,NA,129,08/05/2013 23:00
High Altitude,Control,NA,NA,129,09/05/2013 00:00
High Altitude,Control,NA,NA,129,09/05/2013 01:00
High Altitude,Control,NA,NA,129,09/05/2013 02:00
High Altitude,Control,NA,NA,129,09/05/2013 03:00
High Altitude,Control,NA,NA,129,09/05/2013 04:00
High Altitude,Control,NA,NA,129,09/05/2013 05:00
High Altitude,Control,NA,NA,129,09/05/2013 06:00
High Altitude,Control,NA,NA,129,09/05/2013 07:00
High Altitude,Control,NA,NA,129,09/05/2013 08:00
High Altitude,Control,NA,NA,129,09/05/2013 09:00
High Altitude,Control,NA,NA,129,09/05/2013 10:00
High Altitude,Control,NA,NA,129,09/05/2013 11:00
High Altitude,Control,NA,NA,130,09/05/2013 12:00
High Altitude,Control,NA,NA,130,09/05/2013 13:00
High Altitude,Control,NA,NA,130,09/05/2013 14:00
High Altitude,Control,NA,NA,130,09/05/2013 15:00
High Altitude,Control,15.955,-0.001,130,09/05/2013 16:00
High Altitude,Control,15.03,0.007,130,09/05/2013 17:00
High Altitude,Control,12.625,0.063,130,09/05/2013 18:00
High Altitude,Control,11.415,0.063,130,09/05/2013 19:00
High Altitude,Control,10.825,0.063,130,09/05/2013 20:00
High Altitude,Control,9.81,0.064,130,09/05/2013 21:00
High Altitude,Control,9.49,0.066,130,09/05/2013 22:00
High Altitude,Control,9.27,0.068,130,09/05/2013 23:00
High Altitude,Control,9.38,0.069,130,10/05/2013 00:00
High Altitude,Control,9.785,0.068,130,10/05/2013 01:00
High Altitude,Control,9.77,0.069,130,10/05/2013 02:00
High Altitude,Control,9.545,0.07,130,10/05/2013 03:00
High Altitude,Control,9.625,0.068,130,10/05/2013 04:00
High Altitude,Control,9.695,0.068,130,10/05/2013 05:00
High Altitude,Control,9.565,0.069,130,10/05/2013 06:00
High Altitude,Control,9.33,0.07,130,10/05/2013 07:00
High Altitude,Control,9.505,0.071,130,10/05/2013 08:00
High Altitude,Control,10.385,0.071,130,10/05/2013 09:00
High Altitude,Control,11.685,0.071,130,10/05/2013 10:00
High Altitude,Control,13.205,0.072,130,10/05/2013 11:00
High Altitude,Control,14.255,0.071,131,10/05/2013 12:00
High Altitude,Control,16.195,0.073,131,10/05/2013 13:00
High Altitude,Control,15.64,0.071,131,10/05/2013 14:00
High Altitude,Control,13.76,0.07,131,10/05/2013 15:00
High Altitude,Control,13.51,0.07,131,10/05/2013 16:00
High Altitude,Control,12.925,0.069,131,10/05/2013 17:00
High Altitude,Control,12.41,0.069,131,10/05/2013 18:00
High Altitude,Control,11.105,0.068,131,10/05/2013 19:00
High Altitude,Control,10.145,0.068,131,10/05/2013 20:00
High Altitude,Control,9.025,0.068,131,10/05/2013 21:00
High Altitude,Control,7.253,0.067,131,10/05/2013 22:00
High Altitude,Control,6.222,0.067,131,10/05/2013 23:00
High Altitude,Control,5.505,0.067,131,11/05/2013 00:00
High Altitude,Control,5.0945,0.067,131,11/05/2013 01:00
High Altitude,Control,6.6875,0.067,131,11/05/2013 02:00
High Altitude,Control,6.673,0.067,131,11/05/2013 03:00
High Altitude,Control,6.9185,0.067,131,11/05/2013 04:00
High Altitude,Control,7.4805,0.068,131,11/05/2013 05:00
High Altitude,Control,7.852,0.067,131,11/05/2013 06:00
High Altitude,Control,8.27,0.068,131,11/05/2013 07:00
High Altitude,Control,8.245,0.07,131,11/05/2013 08:00
High Altitude,Control,8.995,0.08,131,11/05/2013 09:00
High Altitude,Control,9.585,0.081,131,11/05/2013 10:00
High Altitude,Control,11.075,0.081,131,11/05/2013 11:00
High Altitude,Control,13.23,0.081,132,11/05/2013 12:00
High Altitude,Control,13.585,0.08,132,11/05/2013 13:00
High Altitude,Control,14.65,0.079,132,11/05/2013 14:00
High Altitude,Control,12.935,0.08,132,11/05/2013 15:00
High Altitude,Control,9.405,0.085,132,11/05/2013 16:00
High Altitude,Control,9.07,0.085,132,11/05/2013 17:00
High Altitude,Control,9.575,0.083,132,11/05/2013 18:00
High Altitude,Control,10.265,0.082,132,11/05/2013 19:00
High Altitude,Control,9.085,0.08,132,11/05/2013 20:00
High Altitude,Control,7.9265,0.081,132,11/05/2013 21:00
High Altitude,Control,7.2165,0.087,132,11/05/2013 22:00
High Altitude,Control,8.285,0.086,132,11/05/2013 23:00
High Altitude,Control,7.992,0.085,132,12/05/2013 00:00
High Altitude,Control,7.755,0.084,132,12/05/2013 01:00
High Altitude,Control,7.499,0.083,132,12/05/2013 02:00
High Altitude,Control,7.461,0.083,132,12/05/2013 03:00
High Altitude,Control,6.9915,0.083,132,12/05/2013 04:00
High Altitude,Control,6.6695,0.082,132,12/05/2013 05:00
High Altitude,Control,7.186,0.082,132,12/05/2013 06:00
